Currency Pair,Height,Price
vETH/DAI.vETH,2757830,1994.3952213108746
vETH/DAI.vETH,2757860,1843.5588161982405
vETH/DAI.vETH,2757890,1720.745765076133
vETH/DAI.vETH,2757920,1720.745765076133
vETH/DAI.vETH,2757950,1720.745765076133
vETH/DAI.vETH,2757980,1720.745765076133
vETH/DAI.vETH,2758010,1720.745765076133
vETH/DAI.vETH,2758040,1720.745765076133
vETH/DAI.vETH,2758070,1712.7484179142289
vETH/DAI.vETH,2758100,1718.787820253621
vETH/DAI.vETH,2758130,1716.4464550686703
vETH/DAI.vETH,2758160,1707.0463950946387
vETH/DAI.vETH,2758190,1702.945957123484
vETH/DAI.vETH,2758220,1702.945957123484
vETH/DAI.vETH,2758250,1702.945957123484
vETH/DAI.vETH,2758280,1702.945957123484
vETH/DAI.vETH,2758310,1702.945957123484
vETH/DAI.vETH,2758340,1799.0622661652544
vETH/DAI.vETH,2758370,1816.2061112019467
vETH/DAI.vETH,2758400,1795.4878806534962
vETH/DAI.vETH,2758430,1782.236234755738
vETH/DAI.vETH,2758460,1782.236234755738
vETH/DAI.vETH,2758490,1782.236234755738
vETH/DAI.vETH,2758520,1782.236234755738
vETH/DAI.vETH,2758550,1710.9458167456985
vETH/DAI.vETH,2758580,1710.9458167456985
vETH/DAI.vETH,2758610,1680.509010391644
vETH/DAI.vETH,2758640,1678.178827607092
vETH/DAI.vETH,2758670,1678.178827607092
vETH/DAI.vETH,2758700,1678.178827607092
vETH/DAI.vETH,2758730,1678.178827607092
vETH/DAI.vETH,2758760,1682.4582056728673
vETH/DAI.vETH,2758790,1671.0537085519613
vETH/DAI.vETH,2758820,1640.3255227689276
vETH/DAI.vETH,2758850,1855.483545694815
vETH/DAI.vETH,2758880,1535.136771412252
vETH/DAI.vETH,2758910,1579.4410314259708
vETH/DAI.vETH,2758940,1579.4412409180027
vETH/DAI.vETH,2758970,1554.3771590536094
vETH/DAI.vETH,2759000,1522.447369529973
vETH/DAI.vETH,2759030,1643.2905504473858
vETH/DAI.vETH,2759060,1566.0147357803307
vETH/DAI.vETH,2759090,1566.0147357803307
vETH/DAI.vETH,2759120,1650.4504141216028
vETH/DAI.vETH,2759150,1528.0198146093232
vETH/DAI.vETH,2759180,1650.783892235322
vETH/DAI.vETH,2759210,1553.7258288291548
vETH/DAI.vETH,2759240,1553.7270416291005
vETH/DAI.vETH,2759270,1561.1350540608103
vETH/DAI.vETH,2759300,1589.2664509633116
vETH/DAI.vETH,2759330,1701.0843336548096
vETH/DAI.vETH,2759360,1640.244085880858
vETH/DAI.vETH,2759390,1631.062154898267
vETH/DAI.vETH,2759420,1662.011107971319
vETH/DAI.vETH,2759450,1669.1442664996707
vETH/DAI.vETH,2759480,1603.0551459140895
vETH/DAI.vETH,2759510,1603.3649378281482
vETH/DAI.vETH,2759540,1607.681097773099
vETH/DAI.vETH,2759570,1608.5380823947703
vETH/DAI.vETH,2759600,1607.2021615667295
vETH/DAI.vETH,2759630,1604.1923044809664
vETH/DAI.vETH,2759660,1601.1298437450619
vETH/DAI.vETH,2759690,1596.0892175938677
vETH/DAI.vETH,2759720,1524.6979091385417
vETH/DAI.vETH,2759750,1600.2387743172467
vETH/DAI.vETH,2759780,1548.3469789532755
vETH/DAI.vETH,2759810,1545.4054287892002
vETH/DAI.vETH,2759840,1555.6339176424926
vETH/DAI.vETH,2759870,1567.0721146707253
vETH/DAI.vETH,2759900,1567.0721146707253
vETH/DAI.vETH,2759930,1558.6134572908159
vETH/DAI.vETH,2759960,1558.6134572908159
vETH/DAI.vETH,2759990,1558.7167314786666
vETH/DAI.vETH,2760020,1576.052941001062
vETH/DAI.vETH,2760050,1609.3183916900093
vETH/DAI.vETH,2760080,1618.1038950980346
vETH/DAI.vETH,2760110,1635.544958807283
vETH/DAI.vETH,2760140,1623.9484277262793
vETH/DAI.vETH,2760170,1620.4206813404085
vETH/DAI.vETH,2760200,1628.6589692910734
vETH/DAI.vETH,2760230,1701.5206983846047
vETH/DAI.vETH,2760260,1688.8292153593331
vETH/DAI.vETH,2760290,1672.8106518562388
vETH/DAI.vETH,2760320,1668.6509486909583
vETH/DAI.vETH,2760350,1668.5675603410896
vETH/DAI.vETH,2760380,1668.5673435467552
vETH/DAI.vETH,2760410,1668.5673435467552
vETH/DAI.vETH,2760440,1668.5699480869525
vETH/DAI.vETH,2760470,1641.9818195789521
vETH/DAI.vETH,2760500,1633.5731527217804
vETH/DAI.vETH,2760530,1621.7208520233157
vETH/DAI.vETH,2760560,1646.513135239264
vETH/DAI.vETH,2760590,1644.6845749430101
vETH/DAI.vETH,2760620,1644.6845749430101
vETH/DAI.vETH,2760650,1644.6845749430101
vETH/DAI.vETH,2760680,1644.6845749430101
vETH/DAI.vETH,2760710,1645.4464562137957
vETH/DAI.vETH,2760740,1646.7696246896755
vETH/DAI.vETH,2760770,1646.7685663981476
vETH/DAI.vETH,2760800,1646.7695869315153
vETH/DAI.vETH,2760830,1639.0077406251357
vETH/DAI.vETH,2760860,1639.0077406251357
vETH/DAI.vETH,2760890,1647.4908271449592
vETH/DAI.vETH,2760920,1687.47326990347
vETH/DAI.vETH,2760950,1670.0338498064773
vETH/DAI.vETH,2760980,1653.174843629043
vETH/DAI.vETH,2761010,1653.3532830756142
vETH/DAI.vETH,2761040,1653.3532830756142
vETH/DAI.vETH,2761070,1653.354224214892
vETH/DAI.vETH,2761100,1655.9065530945513
vETH/DAI.vETH,2761130,1656.0329028983176
vETH/DAI.vETH,2761160,1656.0329028983176
vETH/DAI.vETH,2761190,1656.0316535612421
vETH/DAI.vETH,2761220,1656.2694913407586
vETH/DAI.vETH,2761250,1655.7027975057367
vETH/DAI.vETH,2761280,1655.7027975057367
vETH/DAI.vETH,2761310,1655.7027975057367
vETH/DAI.vETH,2761340,1653.4826879378086
vETH/DAI.vETH,2761370,1653.4859286315552
vETH/DAI.vETH,2761400,1637.1597323067988
vETH/DAI.vETH,2761430,1639.1446867129625
vETH/DAI.vETH,2761460,1639.1446867129625
vETH/DAI.vETH,2761490,1639.14586088173
vETH/DAI.vETH,2761520,1639.1459238075934
vETH/DAI.vETH,2761550,1639.1449025694767
vETH/DAI.vETH,2761580,1639.1449025694767
vETH/DAI.vETH,2761610,1639.1449025694767
vETH/DAI.vETH,2761640,1639.1449025694767
vETH/DAI.vETH,2761670,1639.1469277595297
vETH/DAI.vETH,2761700,1631.2371684128057
vETH/DAI.vETH,2761730,1631.2371684128057
vETH/DAI.vETH,2761760,1646.9780331386933
vETH/DAI.vETH,2761790,1646.7898627928969
vETH/DAI.vETH,2761820,1646.787812861762
vETH/DAI.vETH,2761850,1647.7847248399216
vETH/DAI.vETH,2761880,1647.7847248399216
vETH/DAI.vETH,2761910,1665.0110432143142
vETH/DAI.vETH,2761940,1665.0110432143142
vETH/DAI.vETH,2761970,1635.0844420808835
vETH/DAI.vETH,2762000,1660.872309088213
vETH/DAI.vETH,2762030,1662.0879605408777
vETH/DAI.vETH,2762060,1671.4624772483908
vETH/DAI.vETH,2762090,1688.0161277671366
vETH/DAI.vETH,2762120,1721.5467643005618
vETH/DAI.vETH,2762150,1721.554741371596
vETH/DAI.vETH,2762180,1700.3037624001327
vETH/DAI.vETH,2762210,1700.3037624001327
vETH/DAI.vETH,2762240,1698.5446376971822
vETH/DAI.vETH,2762270,1698.9647503084157
vETH/DAI.vETH,2762300,1696.978940881146
vETH/DAI.vETH,2762330,1696.978940881146
vETH/DAI.vETH,2762360,1696.978940881146
vETH/DAI.vETH,2762390,1696.9760398759017
vETH/DAI.vETH,2762420,1696.9760398759017
vETH/DAI.vETH,2762450,1696.9760398759017
vETH/DAI.vETH,2762480,1691.0466398558312
vETH/DAI.vETH,2762510,1691.0466398558312
vETH/DAI.vETH,2762540,1691.0466398558312
vETH/DAI.vETH,2762570,1691.1398170897828
vETH/DAI.vETH,2762600,1612.388735746011
vETH/DAI.vETH,2762630,1612.388735746011
vETH/DAI.vETH,2762660,1650.1479581029184
vETH/DAI.vETH,2762690,1649.5928837175825
vETH/DAI.vETH,2762720,1650.522797258369
vETH/DAI.vETH,2762750,1651.764654772219
vETH/DAI.vETH,2762780,1651.764654772219
vETH/DAI.vETH,2762810,1651.764654772219
vETH/DAI.vETH,2762840,1632.2300771494552
vETH/DAI.vETH,2762870,1615.5660591249045
vETH/DAI.vETH,2762900,1672.9288579680622
vETH/DAI.vETH,2762930,1671.1513540686765
vETH/DAI.vETH,2762960,1671.1513540686765
vETH/DAI.vETH,2762990,1671.1513540686765
vETH/DAI.vETH,2763020,1691.0031033210055
vETH/DAI.vETH,2763050,1691.0031033210055
vETH/DAI.vETH,2763080,1691.0031033210055
vETH/DAI.vETH,2763110,1691.002816406887
vETH/DAI.vETH,2763140,1692.1960105604273
vETH/DAI.vETH,2763170,1692.1959783034833
vETH/DAI.vETH,2763200,1700.7512599609643
vETH/DAI.vETH,2763230,1705.913411416276
vETH/DAI.vETH,2763260,1705.9140163733543
vETH/DAI.vETH,2763290,1708.9445886737435
vETH/DAI.vETH,2763320,1708.9445886737435
vETH/DAI.vETH,2763350,1776.3980728476652
vETH/DAI.vETH,2763380,1776.3980728476652
vETH/DAI.vETH,2763410,1776.3980728476652
vETH/DAI.vETH,2763440,1795.1062939037026
vETH/DAI.vETH,2763470,1795.1062939037026
vETH/DAI.vETH,2763500,1795.1062939037026
vETH/DAI.vETH,2763530,1795.1062939037026
vETH/DAI.vETH,2763560,1795.1062939037026
vETH/DAI.vETH,2763590,1795.1062939037026
vETH/DAI.vETH,2763620,1795.107770647145
vETH/DAI.vETH,2763650,1795.107770647145
vETH/DAI.vETH,2763680,1801.7393045851834
vETH/DAI.vETH,2763710,1815.0306948625066
vETH/DAI.vETH,2763740,1815.0306948625066
vETH/DAI.vETH,2763770,1815.6475702815856
vETH/DAI.vETH,2763800,1814.442330695327
vETH/DAI.vETH,2763830,1814.442330695327
vETH/DAI.vETH,2763860,1814.442330695327
vETH/DAI.vETH,2763890,1814.4402333322348
vETH/DAI.vETH,2763920,1814.4402333322348
vETH/DAI.vETH,2763950,1814.4402333322348
vETH/DAI.vETH,2763980,1814.4402333322348
vETH/DAI.vETH,2764010,1814.4402333322348
vETH/DAI.vETH,2764040,1814.4402333322348
vETH/DAI.vETH,2764070,1768.887385077049
vETH/DAI.vETH,2764100,1768.887385077049
vETH/DAI.vETH,2764130,1768.887385077049
vETH/DAI.vETH,2764160,1768.887385077049
vETH/DAI.vETH,2764190,1784.7936671625205
vETH/DAI.vETH,2764220,1784.7936671625205
vETH/DAI.vETH,2764250,1780.1187673506104
vETH/DAI.vETH,2764280,1767.5685132704427
vETH/DAI.vETH,2764310,1758.8460111029156
vETH/DAI.vETH,2764340,1758.8460111029156
vETH/DAI.vETH,2764370,1738.9723874936683
vETH/DAI.vETH,2764400,1738.9723874936683
vETH/DAI.vETH,2764430,1739.1864493537312
vETH/DAI.vETH,2764460,1739.7471775591007
vETH/DAI.vETH,2764490,1739.7471775591007
vETH/DAI.vETH,2764520,1726.4580608561919
vETH/DAI.vETH,2764550,1726.4580608561919
vETH/DAI.vETH,2764580,1726.4580608561919
vETH/DAI.vETH,2764610,1726.4580608561919
vETH/DAI.vETH,2764640,1726.4580608561919
vETH/DAI.vETH,2764670,1726.4580608561919
vETH/DAI.vETH,2764700,1726.4580608561919
vETH/DAI.vETH,2764730,1726.3951657181815
vETH/DAI.vETH,2764760,1790.7199178255873
vETH/DAI.vETH,2764790,1792.398374454663
vETH/DAI.vETH,2764820,1792.398374454663
vETH/DAI.vETH,2764850,1792.398374454663
vETH/DAI.vETH,2764880,1792.398374454663
vETH/DAI.vETH,2764910,1792.398374454663
vETH/DAI.vETH,2764940,1792.3975183896123
vETH/DAI.vETH,2764970,1749.7915335232947
vETH/DAI.vETH,2765000,1778.5374626550301
vETH/DAI.vETH,2765030,1791.2551249001815
vETH/DAI.vETH,2765060,1776.2457190201922
vETH/DAI.vETH,2765090,1776.2461608806911
vETH/DAI.vETH,2765120,1776.2471610279392
vETH/DAI.vETH,2765150,1742.722432493279
vETH/DAI.vETH,2765180,1753.0708929824793
vETH/DAI.vETH,2765210,1753.0708929824793
vETH/DAI.vETH,2765240,1753.0708929824793
vETH/DAI.vETH,2765270,1753.3960803059274
vETH/DAI.vETH,2765300,1753.5254355215636
vETH/DAI.vETH,2765330,1753.5254355215636
vETH/DAI.vETH,2765360,1753.5254355215636
vETH/DAI.vETH,2765390,1753.5254355215636
vETH/DAI.vETH,2765420,1753.6547907371998
vETH/DAI.vETH,2765450,1753.6547907371998
vETH/DAI.vETH,2765480,1753.1558057107964
vETH/DAI.vETH,2765510,1753.1558057107964
vETH/DAI.vETH,2765540,1784.136255607776
vETH/DAI.vETH,2765570,1784.136255607776
vETH/DAI.vETH,2765600,1784.136255607776
vETH/DAI.vETH,2765630,1784.136255607776
vETH/DAI.vETH,2765660,1784.136255607776
vETH/DAI.vETH,2765690,1784.136255607776
vETH/DAI.vETH,2765720,1784.136255607776
vETH/DAI.vETH,2765750,1784.136255607776
vETH/DAI.vETH,2765780,1786.3257544362482
vETH/DAI.vETH,2765810,1786.3261339266567
vETH/DAI.vETH,2765840,1786.3261339266567
vETH/DAI.vETH,2765870,1787.6298302704092
vETH/DAI.vETH,2765900,1788.9309210526314
vETH/DAI.vETH,2765930,1788.9334388579693
vETH/DAI.vETH,2765960,1788.9335184000772
vETH/DAI.vETH,2765990,1788.9335184000772
vETH/DAI.vETH,2766020,1788.9335184000772
vETH/DAI.vETH,2766050,1788.9335184000772
vETH/DAI.vETH,2766080,1788.9335184000772
vETH/DAI.vETH,2766110,1788.9335184000772
vETH/DAI.vETH,2766140,1788.9335184000772
vETH/DAI.vETH,2766170,1788.9335184000772
vETH/DAI.vETH,2766200,1715.0538784089283
vETH/DAI.vETH,2766230,1809.9597056177236
vETH/DAI.vETH,2766260,1809.9597056177236
vETH/DAI.vETH,2766290,1809.9597056177236
vETH/DAI.vETH,2766320,1809.4464492562322
vETH/DAI.vETH,2766350,1833.2555180754255
vETH/DAI.vETH,2766380,1842.287416207968
vETH/DAI.vETH,2766410,1842.287416207968
vETH/DAI.vETH,2766440,1842.287416207968
vETH/DAI.vETH,2766470,1831.51189512116
vETH/DAI.vETH,2766500,1831.51189512116
vETH/DAI.vETH,2766530,1831.51189512116
vETH/DAI.vETH,2766560,1831.51189512116
vETH/DAI.vETH,2766590,1831.51189512116
vETH/DAI.vETH,2766620,1819.414102529273
vETH/DAI.vETH,2766650,1819.414102529273
vETH/DAI.vETH,2766680,1819.414102529273
vETH/DAI.vETH,2766710,1819.414102529273
vETH/DAI.vETH,2766740,1819.414102529273
vETH/DAI.vETH,2766770,1819.4151779942247
vETH/DAI.vETH,2766800,1819.4170785193828
vETH/DAI.vETH,2766830,1819.4170785193828
vETH/DAI.vETH,2766860,1814.9241083726279
vETH/DAI.vETH,2766890,1814.9241083726279
vETH/DAI.vETH,2766920,1814.9241083726279
vETH/DAI.vETH,2766950,1814.922299733437
vETH/DAI.vETH,2766980,1779.3405848317823
vETH/DAI.vETH,2767010,1790.4119646517365
vETH/DAI.vETH,2767040,1811.1317410310357
vETH/DAI.vETH,2767070,1811.1317410310357
vETH/DAI.vETH,2767100,1793.8993491424735
vETH/DAI.vETH,2767130,1805.2785172325982
vETH/DAI.vETH,2767160,1805.2785172325982
vETH/DAI.vETH,2767190,1805.2785172325982
vETH/DAI.vETH,2767220,1805.2785172325982
vETH/DAI.vETH,2767250,1809.8381628798218
vETH/DAI.vETH,2767280,1818.365825093597
vETH/DAI.vETH,2767310,1795.2029403089427
vETH/DAI.vETH,2767340,1794.8843247342807
vETH/DAI.vETH,2767370,1794.884851845208
vETH/DAI.vETH,2767400,1794.8116790463687
vETH/DAI.vETH,2767430,1802.694834194119
vETH/DAI.vETH,2767460,1802.9655260909092
vETH/DAI.vETH,2767490,1802.8916929662673
vETH/DAI.vETH,2767520,1797.9879822810794
vETH/DAI.vETH,2767550,1808.1538663731496
vETH/DAI.vETH,2767580,1820.0491237160284
vETH/DAI.vETH,2767610,1814.7976269658475
vETH/DAI.vETH,2767640,1820.3650825547659
vETH/DAI.vETH,2767670,1820.0048514384791
vETH/DAI.vETH,2767700,1819.9065703891522
vETH/DAI.vETH,2767730,1820.913323118145
vETH/DAI.vETH,2767760,1798.427387242515
vETH/DAI.vETH,2767790,1818.496890106083
vETH/DAI.vETH,2767820,1818.496890106083
vETH/DAI.vETH,2767850,1818.2719047187009
vETH/DAI.vETH,2767880,1795.5060018117656
vETH/DAI.vETH,2767910,1800.8842089536022
vETH/DAI.vETH,2767940,1800.8842089536022
vETH/DAI.vETH,2767970,1800.8842089536022
vETH/DAI.vETH,2768000,1800.8836518920032
vETH/DAI.vETH,2768030,1800.8836518920032
vETH/DAI.vETH,2768060,1800.8836518920032
vETH/DAI.vETH,2768090,1800.8836518920032
vETH/DAI.vETH,2768120,1800.8836518920032
vETH/DAI.vETH,2768150,1800.8836518920032
vETH/DAI.vETH,2768180,1800.8836518920032
vETH/DAI.vETH,2768210,1810.4320332971133
vETH/DAI.vETH,2768240,1810.4320332971133
vETH/DAI.vETH,2768270,1810.4320332971133
vETH/DAI.vETH,2768300,1810.4320332971133
vETH/DAI.vETH,2768330,1793.5483081218206
